source,paper_id,title,abstract,year,authors,venue,url,pdf_url,doi,citation_count,similarity,score
SemanticScholar,25c646b3424d4bd8f969e8d37d180e124d91a86e,SpatialAgent: An autonomous AI agent for spatial biology,"Advances in AI are transforming scientific discovery, yet spatial biology, a field that deciphers the molecular organization within tissues, remains constrained by labor-intensive workflows. Here, we present SpatialAgent, a fully autonomous AI agent dedicated for spatial-biology research. SpatialAgent integrates large language models with dynamic tool execution and adaptive reasoning. SpatialAgent spans the entire research pipeline, from experimental design to multimodal data analysis and hypothesis generation. Tested on multiple datasets comprising two million cells from human brain, heart, and a mouse colon colitis model, SpatialAgent’s performance surpassed the best computational methods, matched or outperformed human scientists across key tasks, and scaled across tissues and species. By combining autonomy with human collaboration, SpatialAgent establishes a new paradigm for AI-driven discovery in spatial biology.",2025,"['Hanchen Wang', 'Yichun He', 'Paula P. Coelho', 'Matthew Bucci', 'Abbas Nazir', 'Bob Chen', 'Linh Trinh', 'Serena Zhang', 'Kexin Huang', 'Vineethkrishna Chandrasekar', 'Douglas C. Chung', 'Minsheng Hao', 'A. C. Leote', 'Yongju Lee', 'Bo Li', 'Tianyu Liu', 'Jin Liu', 'Romain Lopez', 'Tawaun Lucas', 'Mingyu Derek Ma', 'Nikita Makarov', 'Lisa M. McGinnis', 'Linna Peng', 'Stephen Ra', 'Gabriele Scalia', 'Avtar Singh', 'Liming Tao', 'Masatoshi Uehara', 'Chenyu Wang', 'Runmin Wei', 'Ryan Copping', 'O. Rozenblatt-Rosen', 'J. Leskovec', 'Aviv Regev']",bioRxiv,https://www.semanticscholar.org/paper/25c646b3424d4bd8f969e8d37d180e124d91a86e,,10.1101/2025.04.03.646459,7,0.6948525905609131,0.6377222288359075
SemanticScholar,8a816b4d4ee63804615dba39269948fda63b1c21,"Towards Scientific Discovery with Generative AI: Progress, Opportunities, and Challenges","Scientific discovery is a complex cognitive process that has driven human knowledge and technological progress for centuries. While artificial intelligence (AI) has made significant advances in automating aspects of scientific reasoning, simulation, and experimentation, we still lack integrated AI systems capable of performing autonomous long-term scientific research and discovery. This paper examines the current state of AI for scientific discovery, highlighting recent progress in large language models and other AI techniques applied to scientific tasks. We then outline key challenges and promising research directions toward developing more comprehensive AI systems for scientific discovery, including the need for science-focused AI agents, improved benchmarks and evaluation metrics, multimodal scientific representations, and unified frameworks combining reasoning, theorem proving, and data-driven modeling. Addressing these challenges could lead to transformative AI tools to accelerate progress across disciplines towards scientific discovery.",2024,"['Chandan K. Reddy', 'Parshin Shojaee']",AAAI Conference on Artificial Intelligence,https://www.semanticscholar.org/paper/8a816b4d4ee63804615dba39269948fda63b1c21,,10.48550/arXiv.2412.11427,14,0.6702609658241272,0.6360559274552244
SemanticScholar,591f5644aede42a2447e48eedb112c70e80089af,From Automation to Autonomy: A Survey on Large Language Models in Scientific Discovery,"Large Language Models (LLMs) are catalyzing a paradigm shift in scientific discovery, evolving from task-specific automation tools into increasingly autonomous agents and fundamentally redefining research processes and human-AI collaboration. This survey systematically charts this burgeoning field, placing a central focus on the changing roles and escalating capabilities of LLMs in science. Through the lens of the scientific method, we introduce a foundational three-level taxonomy-Tool, Analyst, and Scientist-to delineate their escalating autonomy and evolving responsibilities within the research lifecycle. We further identify pivotal challenges and future research trajectories such as robotic automation, self-improvement, and ethical governance. Overall, this survey provides a conceptual architecture and strategic foresight to navigate and shape the future of AI-driven scientific discovery, fostering both rapid innovation and responsible advancement. Github Repository: https://github.com/HKUST-KnowComp/Awesome-LLM-Scientific-Discovery.",2025,"['Tianshi ZHENG', 'Zheye Deng', 'Hong Ting Tsang', 'Weiqi Wang', 'Jiaxin Bai', 'Zihao Wang', 'Yangqiu Song']",arXiv.org,https://www.semanticscholar.org/paper/591f5644aede42a2447e48eedb112c70e80089af,,10.48550/arXiv.2505.13259,7,0.6348269581794739,0.6077094126451879
GoogleScholar,https://dl.acm.org/doi/abs/10.1145/3701716.3717754,"Towards Agentic AI for Science: Hypothesis Generation, Comprehension, Quantification, and Validation","… to develop fully autonomous AI systems, addressing challenges … In this workshop, themed Agentic AI for Science, we will explore … agentic AI systems to enhance scientific discovery while …",2025,[],,https://dl.acm.org/doi/abs/10.1145/3701716.3717754,,,2,0.7159024477005005,0.6056564467345832
SemanticScholar,70bda40fdbb92a00bfd4d965824db59581f3b4f1,LLMatDesign: Autonomous Materials Discovery with Large Language Models,"Discovering new materials can have significant scientific and technological implications but remains a challenging problem today due to the enormity of the chemical space. Recent advances in machine learning have enabled data-driven methods to rapidly screen or generate promising materials, but these methods still depend heavily on very large quantities of training data and often lack the flexibility and chemical understanding often desired in materials discovery. We introduce LLMatDesign, a novel language-based framework for interpretable materials design powered by large language models (LLMs). LLMatDesign utilizes LLM agents to translate human instructions, apply modifications to materials, and evaluate outcomes using provided tools. By incorporating self-reflection on its previous decisions, LLMatDesign adapts rapidly to new tasks and conditions in a zero-shot manner. A systematic evaluation of LLMatDesign on several materials design tasks, in silico, validates LLMatDesign's effectiveness in developing new materials with user-defined target properties in the small data regime. Our framework demonstrates the remarkable potential of autonomous LLM-guided materials discovery in the computational setting and towards self-driving laboratories in the future.",2024,"['Shuyi Jia', 'Chao Zhang', 'Victor Fung']",arXiv.org,https://www.semanticscholar.org/paper/70bda40fdbb92a00bfd4d965824db59581f3b4f1,,10.48550/arXiv.2406.13163,20,0.5749855637550354,0.6030289159314111
SemanticScholar,5e951ff0893cb91379e728558eb969b221fec6d9,Scaling Laws in Scientific Discovery with AI and Robot Scientists,"Scientific discovery is poised for rapid advancement through advanced robotics and artificial intelligence. Current scientific practices face substantial limitations as manual experimentation remains time-consuming and resource-intensive, while multidisciplinary research demands knowledge integration beyond individual researchers' expertise boundaries. Here, we envision an autonomous generalist scientist (AGS) concept combines agentic AI and embodied robotics to automate the entire research lifecycle. This system could dynamically interact with both physical and virtual environments while facilitating the integration of knowledge across diverse scientific disciplines. By deploying these technologies throughout every research stage -- spanning literature review, hypothesis generation, experimentation, and manuscript writing -- and incorporating internal reflection alongside external feedback, this system aims to significantly reduce the time and resources needed for scientific discovery. Building on the evolution from virtual AI scientists to versatile generalist AI-based robot scientists, AGS promises groundbreaking potential. As these autonomous systems become increasingly integrated into the research process, we hypothesize that scientific discovery might adhere to new scaling laws, potentially shaped by the number and capabilities of these autonomous systems, offering novel perspectives on how knowledge is generated and evolves. The adaptability of embodied robots to extreme environments, paired with the flywheel effect of accumulating scientific knowledge, holds the promise of continually pushing beyond both physical and intellectual frontiers.",2025,"['Pengsong Zhang', 'Heng Zhang', 'Huazhe Xu', 'Renjun Xu', 'Zhenting Wang', 'Cong Wang', 'Animesh Garg', 'Zhibin Li', 'Arash Ajoudani', 'Xinyu Liu']",,https://www.semanticscholar.org/paper/5e951ff0893cb91379e728558eb969b221fec6d9,,,3,0.6846281290054321,0.6025113535396833
SemanticScholar,98f166771681acfe51c0f69558d8a977f0782739,Automated Scientific Discovery: From Equation Discovery to Autonomous Discovery Systems,"The paper surveys automated scientific discovery, from equation discovery and symbolic regression to autonomous discovery systems and agents. It discusses the individual approaches from a""big picture""perspective and in context, but also discusses open issues and recent topics like the various roles of deep neural networks in this area, aiding in the discovery of human-interpretable knowledge. Further, we will present closed-loop scientific discovery systems, starting with the pioneering work on the Adam system up to current efforts in fields from material science to astronomy. Finally, we will elaborate on autonomy from a machine learning perspective, but also in analogy to the autonomy levels in autonomous driving. The maximal level, level five, is defined to require no human intervention at all in the production of scientific knowledge. Achieving this is one step towards solving the Nobel Turing Grand Challenge to develop AI Scientists: AI systems capable of making Nobel-quality scientific discoveries highly autonomously at a level comparable, and possibly superior, to the best human scientists by 2050.",2023,"['Stefan Kramer', 'Mattia Cerrato', 'S. Džeroski', 'R. King']",arXiv.org,https://www.semanticscholar.org/paper/98f166771681acfe51c0f69558d8a977f0782739,http://arxiv.org/pdf/2305.02251,10.48550/arXiv.2305.02251,12,0.645167350769043,0.6006285616895946
SemanticScholar,984085f6b05941d65e6080be315c30cf4c547c48,Empowering Scientific Workflows with Federated Agents,"Agentic systems, in which diverse agents cooperate to tackle challenging problems, are exploding in popularity in the AI community. However, the agentic frameworks used to build these systems have not previously enabled use with research cyberinfrastructure. Here we introduce Academy, a modular and extensible middleware designed to deploy autonomous agents across the federated research ecosystem, including HPC systems, experimental facilities, and data repositories. To meet the demands of scientific computing, Academy supports asynchronous execution, heterogeneous resources, high-throughput data flows, and dynamic resource availability. It provides abstractions for expressing stateful agents, managing inter-agent coordination, and integrating computation with experimental control. We present microbenchmark results that demonstrate high performance and scalability in HPC environments. To demonstrate the breadth of applications that can be supported by agentic workflow designs, we also present case studies in materials discovery, decentralized learning, and information extraction in which agents are deployed across diverse HPC systems.",2025,"['J. G. Pauloski', 'Y. Babuji', 'Ryan Chard', 'Mansi Sakarvadia', 'Kyle Chard', 'Ian T. Foster']",arXiv.org,https://www.semanticscholar.org/paper/984085f6b05941d65e6080be315c30cf4c547c48,,10.48550/arXiv.2505.05428,3,0.6718378067016602,0.5961161923877973
SemanticScholar,fe7f6209b098d2a4b25a9b409b5816a8a234ed93,"Towards Agentic AI for Science: Hypothesis Generation, Comprehension, Quantification, and Validation","AI models for science [14] have the potential to harness large datasets, accelerate scientific discoveries and transform numerous fields. For example, AlphaFold [13] has accurately predicted protein structures, significantly reducing research time in biology and medicine. Similarly, AI has been used to identify compounds for diseases like COVID-19 [10] and Cancer [21], dramatically shortening the timelines for breakthroughs in healthcare. In mathematics, AlphaTensor [7] has discovered faster algorithms for matrix-matrix multiplication than Strassen's algorithm. AI systems have been applied in fields such as healthcare [10, 21], material science [15], physics [19], mathematics [7], education [16], psychology [18], and software development [20]. However, these models are often developed ad-hoc. In contrast, agentic AI [14] has recently emerged as a Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for third-party components of this work must be honored. For all other uses, contact the owner/author(s). WWW Companion '25, April 28-May 2, 2025, Sydney, NSW, Australia © 2025 Copyright held by the owner/author(s). ACM ISBN 979-8-4007-1331-6/2025/04 https://doi.org/10.1145/3701716.3717754 systematic approach to advancing scientific discovery, offering the ability to autonomously perform complex tasks and interact with the researchers.",2025,"['Lifu Huang', 'Danai Koutra', 'Adithya Kulkarni', 'Temiloluwa Prioleau', 'Qingyun Wu', 'Yujun Yan', 'Yaoqing Yang', 'James Y. Zou', 'Dawei Zhou']",The Web Conference,https://www.semanticscholar.org/paper/fe7f6209b098d2a4b25a9b409b5816a8a234ed93,,10.1145/3701716.3717754,1,0.7241499423980713,0.5921736157175193
SemanticScholar,48ef25745c3d1836eed4557d2f0053090673313b,From AI for Science to Agentic Science: A Survey on Autonomous Scientific Discovery,"Artificial intelligence (AI) is reshaping scientific discovery, evolving from specialized computational tools into autonomous research partners. We position Agentic Science as a pivotal stage within the broader AI for Science paradigm, where AI systems progress from partial assistance to full scientific agency. Enabled by large language models (LLMs), multimodal systems, and integrated research platforms, agentic AI shows capabilities in hypothesis generation, experimental design, execution, analysis, and iterative refinement -- behaviors once regarded as uniquely human. This survey provides a domain-oriented review of autonomous scientific discovery across life sciences, chemistry, materials science, and physics. We unify three previously fragmented perspectives -- process-oriented, autonomy-oriented, and mechanism-oriented -- through a comprehensive framework that connects foundational capabilities, core processes, and domain-specific realizations. Building on this framework, we (i) trace the evolution of AI for Science, (ii) identify five core capabilities underpinning scientific agency, (iii) model discovery as a dynamic four-stage workflow, (iv) review applications across the above domains, and (v) synthesize key challenges and future opportunities. This work establishes a domain-oriented synthesis of autonomous scientific discovery and positions Agentic Science as a structured paradigm for advancing AI-driven research.",2025,"['Jiaqi Wei', 'Yuejin Yang', 'Xiang Zhang', 'Yuhan Chen', 'Zhuang Xiang', 'Zhangyang Gao', 'Dongzhan Zhou', 'Guangshuai Wang', 'Zhiqiang Gao', 'Juntai Cao', 'Zijie Qiu', 'Xuming He', 'Qiang Zhang', 'Chenyu You', 'Shuangjia Zheng', 'Ning Ding', 'Wanli Ouyang', 'Nanqing Dong', 'Yu Cheng', 'Siqi Sun', 'Lei Bai', 'Bowen Zhou']",,https://www.semanticscholar.org/paper/48ef25745c3d1836eed4557d2f0053090673313b,,,0,0.7719957828521729,0.5859978914260864
SemanticScholar,80a0b76dedc4c3e3d365bbaececcd44a996eb38b,AI-Researcher: Autonomous Scientific Innovation,"The powerful reasoning capabilities of Large Language Models (LLMs) in mathematics and coding, combined with their ability to automate complex tasks through agentic frameworks, present unprecedented opportunities for accelerating scientific innovation. In this paper, we introduce AI-Researcher, a fully autonomous research system that transforms how AI-driven scientific discovery is conducted and evaluated. Our framework seamlessly orchestrates the complete research pipeline--from literature review and hypothesis generation to algorithm implementation and publication-ready manuscript preparation--with minimal human intervention. To rigorously assess autonomous research capabilities, we develop Scientist-Bench, a comprehensive benchmark comprising state-of-the-art papers across diverse AI research domains, featuring both guided innovation and open-ended exploration tasks. Through extensive experiments, we demonstrate that AI-Researcher achieves remarkable implementation success rates and produces research papers that approach human-level quality. This work establishes new foundations for autonomous scientific innovation that can complement human researchers by systematically exploring solution spaces beyond cognitive limitations.",2025,"['Jiabin Tang', 'Lianghao Xia', 'Zhonghang Li', 'Chao Huang']",arXiv.org,https://www.semanticscholar.org/paper/80a0b76dedc4c3e3d365bbaececcd44a996eb38b,,10.48550/arXiv.2505.18705,2,0.6576496362686157,0.5765300410186408
SemanticScholar,1be821f865e172bb8e5da800096c25142f494f4b,Decentring the discoverer: how AI helps us rethink scientific discovery,"This paper investigates how intuitions about scientific discovery using artificial intelligence (AI) can be used to improve our understanding of scientific discovery more generally. Traditional accounts of discovery have been agent-centred: they place emphasis on identifying a specific agent who is responsible for conducting all, or at least the important part, of a discovery process. We argue that these accounts experience difficulties capturing scientific discovery involving AI and that similar issues arise for human discovery. We propose an alternative, collective-centred view as superior for understanding discovery, with and without AI. This view maintains that discovery is performed by a collective of agents and entities, each making contributions that differ in significance and character, and that attributing credit for discovery depends on various finer-grained properties of the contributions made. Detailing its conceptual resources, we argue that this view is considerably more compelling than its agent-centred alternative. Considering and responding to several theoretical and practical challenges, we point to concrete avenues for further developing the view we propose.",2022,"['Elinor Clark', 'Donal Khosrowi']",Synthese,https://www.semanticscholar.org/paper/1be821f865e172bb8e5da800096c25142f494f4b,https://link.springer.com/content/pdf/10.1007/s11229-022-03902-9.pdf,10.1007/s11229-022-03902-9,12,0.6203385591506958,0.5715474992137544
SemanticScholar,7778c3dc1ca422cd87c6482cfc451a29ec941e5f,Accelerating Drug Discovery Through Agentic AI: A Multi-Agent Approach to Laboratory Automation in the DMTA Cycle,"The pharmaceutical industry faces unprecedented challenges in drug discovery, with traditional approaches struggling to meet modern therapeutic development demands. This paper introduces a novel AI framework, Tippy, that transforms laboratory automation through specialized AI agents operating within the Design-Make-Test-Analyze (DMTA) cycle. Our multi-agent system employs five specialized agents - Supervisor, Molecule, Lab, Analysis, and Report, with Safety Guardrail oversight - each designed to excel in specific phases of the drug discovery pipeline. Tippy represents the first production-ready implementation of specialized AI agents for automating the DMTA cycle, providing a concrete example of how AI can transform laboratory workflows. By leveraging autonomous AI agents that reason, plan, and collaborate, we demonstrate how Tippy accelerates DMTA cycles while maintaining scientific rigor essential for pharmaceutical research. The system shows significant improvements in workflow efficiency, decision-making speed, and cross-disciplinary coordination, offering a new paradigm for AI-assisted drug discovery.",2025,"['Yao Fehlis', 'Charles Crain', 'Aidan Jensen', 'Michael Watson', 'James Juhasz', 'Paul Mandel', 'Betty Liu', 'Shawn Mahon', 'Daren Wilson', 'Nick Lynch-Jonely', 'Ben Leedom', 'David Fuller']",arXiv.org,https://www.semanticscholar.org/paper/7778c3dc1ca422cd87c6482cfc451a29ec941e5f,,10.48550/arXiv.2507.09023,3,0.6226444244384766,0.5715195012562055
GoogleScholar,https://iopscience.iop.org/article/10.1149/2.F09252IF/meta,Agentic Assistant for Materials Scientists,"… The reliability of using LLM directly for scientific discovery (… an elevated level of autonomy by using an AI agent for the … , freeing the scientist to work in areas in which LLM or AI may …",2025,[],,https://iopscience.iop.org/article/10.1149/2.F09252IF/meta,,,1,0.6743138432502747,0.5672555661436209
GoogleScholar,https://link.springer.com/content/pdf/10.1007/978-3-031-90026-6.pdf,Agentic AI,"… In this book, the author provides an excellent exploration of AI agents, their … facets of AI, the emergence of agentic AI systems has paved the way for a new paradigm, where autonomous, …",2025,[],,https://link.springer.com/content/pdf/10.1007/978-3-031-90026-6.pdf,,,3,0.609138011932373,0.5647662950031538
SemanticScholar,a485c19c367bdd4d66fbaf4e48cb77812014da62,AGENTIC AI - THE RISE OF AUTONOMOUS INTELLIGENT AGENTS IN THE ERA OF LLMS,"Agentic AI refers to AI systems that autonomously set and act towards these goals over time. The emergence of large language models (LLMs) has renewed interest in agentic architectures as LLMs are a “brain” that provides human-level reasoning capability for agents. This survey reviews the state of the agentic AI research area. We examine agentic AI’s definition and historical foundations, the theoretical underpinnings of agency, system architectures, and applications. We consider some of the leading LLM-agenting frameworks (Auto-GPT, BabyAGI, LangChain agents) and the essential components that facilitate agency, e.g., memory, planning, tool usage, and feedback mechanisms. We evaluate benchmarks for agents (AgentBench and TheAgentCompany), and outline applications in various domains from software engineering to scientific discovery. We discuss major challenges faced by agentic AI (alignment, control, interpretability, safety), and the potential paths forward, including metrics for agency, dynamic alignment mechanisms, and governance. Throughout, we illustrate how agentic AI takes us further along the journey from narrow AI to general, goal-driven autonomy.",2025,"['Sai Teja Erukude', 'Suhasnadh Reddy Veluru', 'Viswa Chaitanya Marella']",Indian Journal of Computer Science and Engineering,https://www.semanticscholar.org/paper/a485c19c367bdd4d66fbaf4e48cb77812014da62,,10.21817/indjcse/2025/v16i1/251602024,1,0.6551316976547241,0.5576644933458457
